"","Overs","Mdns","Runs","Wkts","Econ","Pos","Inns","Opposition","Ground","Start Date"
"58","3.0","0","7","1","2.33","3","2","v Sri Lanka","Paarl","11 Jan 2012"
"59","9.0","1","54","1","6.00","1","1","v Sri Lanka","East London","14 Jan 2012"
"60","10.0","0","55","1","5.50","3","1","v Sri Lanka","Bloemfontein","17 Jan 2012"
"61","9.0","0","37","1","4.11","3","1","v New Zealand","Wellington","25 Feb 2012"
"62","10.0","1","37","1","3.70","2","1","v New Zealand","Napier","29 Feb 2012"
"63","7.0","2","28","0","4.00","2","1","v New Zealand","Auckland","3 Mar 2012"
"64","7.0","0","32","1","4.57","1","2","v England","The Oval","31 Aug 2012"
"65","9.4","0","47","2","4.86","1","2","v England","Lord's","2 Sep 2012"
"66","9.0","2","24","2","2.66","1","1","v England","Nottingham","5 Sep 2012"
"67","10.0","3","33","0","3.30","1","2","v New Zealand","Paarl","19 Jan 2013"
"68","10.0","1","56","0","5.60","1","1","v New Zealand","Potchefstroom","25 Jan 2013"
"69","9.0","1","29","1","3.22","1","2","v Pakistan","Centurion","15 Mar 2013"
"70","10.0","1","48","1","4.80","1","2","v Pakistan","Johannesburg","17 Mar 2013"
"71","10.0","3","26","1","2.60","1","2","v Pakistan","Durban","21 Mar 2013"
"72","10.0","0","33","1","3.30","1","1","v Pakistan","Benoni","24 Mar 2013"
"73","6.0","0","33","2","5.50","3","2","v West Indies","Cardiff","14 Jun 2013"
"74","8.0","0","31","1","3.87","3","2","v Pakistan","Abu Dhabi","6 Nov 2013"
"75","10.0","1","25","5","2.50","1","2","v Pakistan","Abu Dhabi","8 Nov 2013"
"76","10.0","2","33","3","3.30","1","1","v Pakistan","Cape Town","24 Nov 2013"
"77","9.0","0","39","6","4.33","1","1","v Pakistan","Port Elizabeth","27 Nov 2013"
"78","8.0","3","25","3","3.12","1","2","v India","Johannesburg","5 Dec 2013"
"79","7.0","1","17","3","2.42","1","2","v India","Durban","8 Dec 2013"
"80","7.3","0","38","2","5.06","1","2","v Sri Lanka","Colombo (RPS)","6 Jul 2014"
"81","2.2","0","19","0","8.14","1","1","v Sri Lanka","Pallekele","9 Jul 2014"
"82","7.0","0","55","0","7.85","1","2","v Sri Lanka","Hambantota","12 Jul 2014"
"83","10.0","0","54","1","5.40","1","1","v Australia","Harare","27 Aug 2014"
"84","8.3","2","36","3","4.23","1","2","v Zimbabwe","Harare","29 Aug 2014"
"85","9.0","0","64","1","7.11","1","1","v Australia","Harare","2 Sep 2014"
"86","8.0","1","24","1","3.00","1","2","v Zimbabwe","Harare","4 Sep 2014"
"87","10.0","1","34","4","3.40","1","1","v Australia","Harare","6 Sep 2014"
"88","7.1","1","28","1","3.90","1","1","v New Zealand","Mount Maunganui","21 Oct 2014"
"89","9.0","1","35","2","3.88","1","2","v New Zealand","Mount Maunganui","24 Oct 2014"
"90","10.0","0","62","2","6.20","1","1","v Australia","Perth","14 Nov 2014"
"91","7.4","1","35","3","4.56","3","1","v Australia","Perth","16 Nov 2014"
"92","10.0","0","53","0","5.30","3","1","v Australia","Canberra","19 Nov 2014"
"93","9.0","0","47","2","5.22","1","2","v Australia","Melbourne","21 Nov 2014"
"94","5.2","1","27","3","5.06","3","2","v West Indies","Durban","16 Jan 2015"
"95","10.0","0","29","1","2.90","3","2","v West Indies","Johannesburg","18 Jan 2015"
"96","6.0","1","21","2","3.50","3","1","v West Indies","East London","21 Jan 2015"
"97","9.0","0","64","1","7.11","3","2","v Zimbabwe","Hamilton","15 Feb 2015"
"98","10.0","1","55","1","5.50","1","1","v India","Melbourne","22 Feb 2015"
"99","7.0","0","24","1","3.42","1","2","v West Indies","Sydney","27 Feb 2015"
"100","8.0","0","39","2","4.87","1","2","v Ireland","Canberra","3 Mar 2015"
"101","10.0","3","30","3","3.00","1","1","v Pakistan","Auckland","7 Mar 2015"
"102","9.0","1","40","1","4.44","1","2","v U.A.E.","Wellington","12 Mar 2015"
"103","7.0","2","18","1","2.57","1","1","v Sri Lanka","Sydney","18 Mar 2015"
"104","8.5","0","76","1","8.60","1","2","v New Zealand","Auckland","24 Mar 2015"
"105","9.0","0","50","2","5.55","1","2","v New Zealand","Centurion","19 Aug 2015"
