"","Overs","Mdns","Runs","Wkts","Econ","Pos","Inns","Opposition","Ground","Start Date"
"25","10.0","0","46","3","4.60","2","2","v India","Mumbai","17 Oct 2007"
"26","9.0","2","33","1","3.66","4","1","v India","Brisbane","3 Feb 2008"
"27","5.0","3","9","1","1.80","3","2","v Sri Lanka","Sydney","8 Feb 2008"
"28","10.0","1","24","2","2.40","4","2","v India","Melbourne","10 Feb 2008"
"29","10.0","2","29","3","2.90","3","2","v Sri Lanka","Perth","15 Feb 2008"
"30","10.0","1","42","3","4.20","3","2","v India","Adelaide","17 Feb 2008"
"31","7.0","1","17","0","2.42","3","2","v Sri Lanka","Melbourne","22 Feb 2008"
"32","10.0","1","54","1","5.40","3","1","v Sri Lanka","Melbourne","29 Feb 2008"
"33","10.0","0","70","0","7.00","3","2","v India","Sydney","2 Mar 2008"
"34","6.0","0","33","0","5.50","4","1","v India","Brisbane","4 Mar 2008"
"35","7.0","0","42","1","6.00","3","2","v West Indies","Kingstown","24 Jun 2008"
"36","4.0","0","14","1","3.50","3","2","v West Indies","St George's","27 Jun 2008"
"37","8.0","1","41","1","5.12","3","1","v West Indies","St George's","29 Jun 2008"
"38","10.0","0","40","0","4.00","3","2","v West Indies","Basseterre","4 Jul 2008"
"39","7.5","1","29","5","3.70","2","2","v West Indies","Basseterre","6 Jul 2008"
"40","6.0","1","10","2","1.66","3","2","v Bangladesh","Darwin","30 Aug 2008"
"41","6.1","0","17","3","2.75","4","1","v Bangladesh","Darwin","3 Sep 2008"
"42","4.0","0","36","1","9.00","3","2","v Bangladesh","Darwin","6 Sep 2008"
"43","9.0","0","71","1","7.88","3","2","v South Africa","Sydney","23 Jan 2009"
"44","10.0","0","63","0","6.30","3","2","v South Africa","Adelaide","26 Jan 2009"
"45","10.0","0","68","1","6.80","3","1","v South Africa","Perth","30 Jan 2009"
"46","10.0","2","34","1","3.40","3","2","v New Zealand","Perth","1 Feb 2009"
"47","10.0","0","43","1","4.30","3","2","v New Zealand","Melbourne","6 Feb 2009"
"48","10.0","2","36","1","3.60","3","2","v New Zealand","Sydney","8 Feb 2009"
"49","10.0","0","51","3","5.10","3","1","v New Zealand","Adelaide","10 Feb 2009"
"50","3.0","0","28","1","9.33","3","2","v New Zealand","Brisbane","13 Feb 2009"
"51","7.0","0","24","2","3.42","1","2","v South Africa","Durban","3 Apr 2009"
"52","10.0","0","47","2","4.70","1","2","v South Africa","Centurion","5 Apr 2009"
"53","10.0","2","34","4","3.40","1","1","v South Africa","Cape Town","9 Apr 2009"
"54","10.0","0","59","2","5.90","2","1","v South Africa","Port Elizabeth","13 Apr 2009"
"55","8.5","0","58","3","6.56","1","2","v South Africa","Johannesburg","17 Apr 2009"
"56","7.0","1","28","1","4.00","2","2","v Scotland","Edinburgh","28 Aug 2009"
"57","7.0","0","24","3","3.42","3","2","v England","The Oval","4 Sep 2009"
"58","9.0","1","50","2","5.55","3","2","v England","Lord's","6 Sep 2009"
"59","10.0","1","39","2","3.90","3","1","v England","Southampton","9 Sep 2009"
"60","8.3","0","42","1","4.94","3","1","v England","Lord's","12 Sep 2009"
"61","10.0","0","80","2","8.00","3","1","v England","Nottingham","15 Sep 2009"
"62","5.0","0","29","0","5.80","3","2","v England","Chester-le-Street","20 Sep 2009"
"63","10.0","0","44","0","4.40","3","2","v West Indies","Johannesburg","26 Sep 2009"
"64","TDNB","-","-","-","-","-","-","v India","Centurion","28 Sep 2009"
"65","10.0","0","45","2","4.50","3","1","v Pakistan","Centurion","30 Sep 2009"
"66","10.0","1","61","1","6.10","4","1","v England","Centurion","2 Oct 2009"
"67","10.0","1","35","1","3.50","3","1","v New Zealand","Centurion","5 Oct 2009"
"68","10.0","0","59","2","5.90","4","2","v India","Vadodara","25 Oct 2009"
"69","10.0","0","75","3","7.50","3","1","v India","Nagpur","28 Oct 2009"
"70","9.2","2","43","1","4.60","1","2","v India","Delhi","31 Oct 2009"
"71","9.0","0","74","0","8.22","1","2","v India","Mohali","2 Nov 2009"
"72","9.0","1","39","3","4.33","1","1","v India","Guwahati","8 Nov 2009"
"73","10.0","1","42","2","4.20","2","1","v Pakistan","Perth","31 Jan 2010"
"74","7.0","0","31","1","4.42","3","2","v West Indies","Melbourne","7 Feb 2010"
"75","8.0","0","36","1","4.50","2","1","v West Indies","Adelaide","9 Feb 2010"
"76","DNB","-","-","-","-","-","2","v West Indies","Sydney","12 Feb 2010"
"77","10.0","0","55","1","5.50","4","2","v West Indies","Brisbane","14 Feb 2010"
"78","10.0","1","46","1","4.60","3","2","v New Zealand","Napier","3 Mar 2010"
"79","9.0","1","51","4","5.66","3","2","v New Zealand","Auckland","6 Mar 2010"
"80","9.2","1","41","3","4.39","3","1","v New Zealand","Hamilton","9 Mar 2010"
"81","8.1","0","40","2","4.89","3","1","v New Zealand","Auckland","11 Mar 2010"
"82","10.0","0","42","2","4.20","3","1","v New Zealand","Wellington","13 Mar 2010"
"83","10.0","1","68","1","6.80","1","2","v Sri Lanka","Melbourne","3 Nov 2010"
"84","7.0","0","43","0","6.14","3","1","v Sri Lanka","Sydney","5 Nov 2010"
"85","5.0","0","17","0","3.40","2","1","v Sri Lanka","Brisbane","7 Nov 2010"
"86","7.4","0","53","2","6.91","4","1","v England","Melbourne","16 Jan 2011"
"87","8.0","1","29","0","3.62","3","2","v England","Brisbane","30 Jan 2011"
"88","6.0","0","43","1","7.16","3","1","v England","Sydney","2 Feb 2011"
"89","7.0","0","18","3","2.57","3","2","v England","Perth","6 Feb 2011"
"90","9.2","2","19","4","2.03","3","2","v Zimbabwe","Ahmedabad","21 Feb 2011"
"91","9.1","3","33","4","3.60","3","1","v New Zealand","Nagpur","25 Feb 2011"
"92","4.0","0","15","0","3.75","4","1","v Sri Lanka","Colombo (RPS)","5 Mar 2011"
"93","8.0","1","40","0","5.00","3","2","v Kenya","Bangalore","13 Mar 2011"
"94","10.0","0","43","1","4.30","3","1","v Canada","Bangalore","16 Mar 2011"
"95","9.0","1","40","1","4.44","3","2","v Pakistan","Colombo (RPS)","19 Mar 2011"
"96","8.0","0","41","0","5.12","3","2","v India","Ahmedabad","24 Mar 2011"
"97","8.0","0","23","1","2.87","2","2","v Bangladesh","Dhaka","9 Apr 2011"
"98","10.0","0","54","3","5.40","2","1","v Bangladesh","Dhaka","11 Apr 2011"
"99","9.0","0","67","3","7.44","1","2","v Bangladesh","Dhaka","13 Apr 2011"
"100","10.0","1","31","6","3.10","6","1","v Sri Lanka","Pallekele","10 Aug 2011"
"101","9.0","1","34","2","3.77","4","1","v Sri Lanka","Hambantota","14 Aug 2011"
"102","9.0","0","45","2","5.00","3","1","v Sri Lanka","Hambantota","16 Aug 2011"
"103","8.0","0","31","0","3.87","3","1","v Sri Lanka","Colombo (RPS)","20 Aug 2011"
"104","10.0","0","45","1","4.50","1","2","v Sri Lanka","Colombo (RPS)","22 Aug 2011"
"105","5.0","0","20","3","4.00","2","2","v South Africa","Centurion","19 Oct 2011"
"106","10.0","0","56","0","5.60","2","1","v South Africa","Port Elizabeth","23 Oct 2011"
"107","10.0","0","37","2","3.70","4","1","v South Africa","Durban","28 Oct 2011"
"108","7.0","0","43","0","6.14","2","2","v England","The Oval","1 Jul 2012"
"109","9.0","1","34","2","3.77","3","2","v Afghanistan","Sharjah","25 Aug 2012"
"110","9.0","0","43","1","4.77","5","1","v Pakistan","Sharjah","28 Aug 2012"
"111","9.0","0","51","1","5.66","3","2","v Pakistan","Abu Dhabi","31 Aug 2012"
"112","9.0","0","33","2","3.66","3","1","v Pakistan","Sharjah","3 Sep 2012"
"113","9.0","1","43","2","4.77","3","2","v Sri Lanka","Melbourne","11 Jan 2013"
"114","3.0","0","11","3","3.66","3","2","v Sri Lanka","Brisbane","18 Jan 2013"
"115","DNB","-","-","-","-","-","2","v Sri Lanka","Sydney","20 Jan 2013"
"116","10.0","0","45","2","4.50","3","2","v Sri Lanka","Hobart","23 Jan 2013"
"117","5.0","0","15","0","3.00","4","1","v West Indies","Perth","1 Feb 2013"
"118","9.0","0","32","0","3.55","4","2","v West Indies","Perth","3 Feb 2013"
"119","9.0","1","59","1","6.55","3","2","v West Indies","Canberra","6 Feb 2013"
"120","10.0","1","36","3","3.60","2","1","v West Indies","Sydney","8 Feb 2013"
"121","10.0","1","50","3","5.00","2","2","v West Indies","Melbourne","10 Feb 2013"
"122","8.0","0","44","0","5.50","2","1","v England","Birmingham","8 Jun 2013"
"123","4.0","0","18","0","4.50","1","2","v New Zealand","Birmingham","12 Jun 2013"
"124","10.0","0","48","3","4.80","1","1","v Sri Lanka","The Oval","17 Jun 2013"
"125","9.5","3","36","4","3.66","2","2","v Scotland","Edinburgh","3 Sep 2013"
"126","10.0","2","36","2","3.60","2","2","v England","Manchester","8 Sep 2013"
"127","5.0","0","20","1","4.00","2","1","v England","Birmingham","11 Sep 2013"
"128","9.3","0","64","0","6.73","2","2","v England","Cardiff","14 Sep 2013"
"129","10.0","1","21","2","2.10","2","2","v England","Southampton","16 Sep 2013"
"130","10.0","0","38","1","3.80","1","2","v India","Pune","13 Oct 2013"
"131","9.0","1","68","0","7.55","1","2","v India","Jaipur","16 Oct 2013"
"132","10.0","1","46","4","4.60","1","1","v India","Mohali","19 Oct 2013"
"133","2.1","0","10","0","4.61","1","2","v India","Ranchi","23 Oct 2013"
"134","10.0","0","72","2","7.20","1","2","v India","Nagpur","30 Oct 2013"
"135","10.0","0","59","1","5.90","2","1","v England","Brisbane","17 Jan 2014"
"136","10.0","0","72","0","7.20","1","1","v England","Perth","24 Jan 2014"
"137","6.0","2","7","1","1.16","1","2","v Zimbabwe","Harare","25 Aug 2014"
"138","10.0","0","63","0","6.30","1","2","v South Africa","Harare","27 Aug 2014"
"139","9.0","1","30","2","3.33","1","2","v South Africa","Harare","2 Sep 2014"
"140","9.5","0","52","1","5.28","1","2","v South Africa","Harare","6 Sep 2014"
"141","7.0","1","24","3","3.42","1","2","v Pakistan","Sharjah","7 Oct 2014"
"142","10.0","0","40","3","4.00","1","1","v Pakistan","Dubai (DSC)","10 Oct 2014"
"143","10.0","1","38","2","3.80","1","2","v South Africa","Perth","14 Nov 2014"
"144","8.0","1","47","1","5.87","1","2","v South Africa","Perth","16 Nov 2014"
"145","7.0","2","27","3","3.85","3","2","v England","Perth","1 Feb 2015"
"146","8.0","0","36","2","4.50","3","2","v England","Melbourne","14 Feb 2015"
"147","6.0","1","68","0","11.33","1","2","v New Zealand","Auckland","28 Feb 2015"
"148","7.3","0","22","4","2.93","3","2","v Afghanistan","Perth","4 Mar 2015"
"149","9.0","0","62","2","6.88","2","2","v Sri Lanka","Sydney","8 Mar 2015"
"150","4.0","1","16","1","4.00","4","1","v Scotland","Hobart","14 Mar 2015"
"151","10.0","0","42","1","4.20","3","1","v Pakistan","Adelaide","20 Mar 2015"
"152","10.0","0","50","2","5.00","3","2","v India","Sydney","26 Mar 2015"
"153","9.0","0","30","3","3.33","3","1","v New Zealand","Melbourne","29 Mar 2015"
