"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","0","1","1","0","0","0.00","6","caught","2","v New Zealand","Christchurch","2 Feb 1990"
"2","24","50","44","3","0","54.54","6","caught","3","v New Zealand","Christchurch","2 Feb 1990"
"3","10","30","19","1","0","52.63","6","bowled","2","v England","Lord's","26 Jul 1990"
"4","27","93","65","4","0","41.53","6","caught","4","v England","Lord's","26 Jul 1990"
"5","16","47","42","3","0","38.09","6","bowled","1","v Australia","Brisbane","29 Nov 1991"
"6","7","36","25","1","0","28.00","6","caught","3","v Australia","Brisbane","29 Nov 1991"
"7","15","33","23","0","0","65.21","7","caught","1","v Australia","Melbourne","26 Dec 1991"
"8","40","122","107","5","0","37.38","7","caught","3","v Australia","Melbourne","26 Dec 1991"
"9","6","20","8","1","0","75.00","6","lbw","2","v Australia","Adelaide","25 Jan 1992"
"10","17","36","29","2","0","58.62","4","lbw","4","v Australia","Adelaide","25 Jan 1992"
"11","114","228","161","16","0","70.80","4","caught","2","v Australia","Perth","1 Feb 1992"
"12","5","12","9","1","0","55.55","4","caught","4","v Australia","Perth","1 Feb 1992"
"13","6","27","17","1","0","35.29","4","caught","1","v South Africa","Port Elizabeth","26 Dec 1992"
"14","0","1","1","0","0","0.00","4","caught","3","v South Africa","Port Elizabeth","26 Dec 1992"
"15","28","74","52","5","0","53.84","4","caught","1","v Sri Lanka","Colombo (SSC)","27 Jul 1993"
"16","104*","217","161","11","1","64.59","4","not out","3","v Sri Lanka","Colombo (SSC)","27 Jul 1993"
"17","24","71","41","4","0","58.53","4","bowled","1","v England","Birmingham","6 Jun 1996"
"18","122","263","177","19","1","68.92","4","caught","3","v England","Birmingham","6 Jun 1996"
"19","15","58","45","2","0","33.33","4","bowled","2","v South Africa","Durban","26 Dec 1996"
"20","4","32","25","1","0","16.00","4","caught","4","v South Africa","Durban","26 Dec 1996"
"21","169","329","254","26","0","66.53","5","caught","2","v South Africa","Cape Town","2 Jan 1997"
"22","9","38","28","1","0","32.14","5","caught","4","v South Africa","Cape Town","2 Jan 1997"
"23","92","222","147","14","1","62.58","4","caught","2","v West Indies","Bridgetown","27 Mar 1997"
"24","4","25","14","0","0","28.57","4","caught","4","v West Indies","Bridgetown","27 Mar 1997"
"25","34","103","68","3","0","50.00","5","caught","2","v Zimbabwe","Harare","7 Oct 1998"
"26","7","27","14","0","0","50.00","4","caught","4","v Zimbabwe","Harare","7 Oct 1998"
"27","47","95","72","7","0","65.27","5","caught","1","v New Zealand","Wellington","26 Dec 1998"
"28","113","200","151","13","2","74.83","5","caught","3","v New Zealand","Wellington","26 Dec 1998"
"29","61","181","133","8","0","45.86","5","caught","2","v Australia","Adelaide","10 Dec 1999"
"30","0","6","5","0","0","0.00","5","lbw","4","v Australia","Adelaide","10 Dec 1999"
"31","116","283","191","9","1","60.73","4","caught","2","v Australia","Melbourne","26 Dec 1999"
"32","52","162","122","4","0","42.62","4","lbw","4","v Australia","Melbourne","26 Dec 1999"
"33","45","82","53","8","0","84.90","4","lbw","1","v Australia","Sydney","2 Jan 2000"
"34","4","6","4","1","0","100.00","4","caught","3","v Australia","Sydney","2 Jan 2000"
"35","18","63","41","1","0","43.90","5","caught","2","v Bangladesh","Dhaka","10 Nov 2000"
"36","DNB","-","-","-","-","-","-","-","4","v Bangladesh","Dhaka","10 Nov 2000"
"37","74","179","128","12","0","57.81","4","caught","2","v Zimbabwe","Bulawayo","7 Jun 2001"
"38","36*","41","49","4","0","73.46","4","not out","4","v Zimbabwe","Bulawayo","7 Jun 2001"
"39","20","78","46","2","1","43.47","4","bowled","1","v Zimbabwe","Harare","15 Jun 2001"
"40","69","185","135","9","0","51.11","4","caught","3","v Zimbabwe","Harare","15 Jun 2001"
"41","155","233","184","23","1","84.23","4","caught","1","v South Africa","Bloemfontein","3 Nov 2001"
"42","15","60","35","2","0","42.85","4","caught","3","v South Africa","Bloemfontein","3 Nov 2001"
"43","117","356","260","14","0","45.00","4","lbw","1","v West Indies","Port of Spain","19 Apr 2002"
"44","0","16","4","0","0","0.00","4","lbw","3","v West Indies","Port of Spain","19 Apr 2002"
"45","0","4","2","0","0","0.00","4","caught","1","v West Indies","Bridgetown","2 May 2002"
