"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","DNB","-","-","-","-","-","-","-","2","v Zimbabwe","Harare","24 Jun 2001"
"2","2","7","7","0","0","28.57","6","caught","2","v Zimbabwe","Bulawayo","27 Jun 2001"
"3","12","17","14","0","0","85.71","8","caught","2","v Sri Lanka","Colombo (RPS)","22 Jul 2001"
"4","27","60","41","5","0","65.85","2","caught","2","v Sri Lanka","Colombo (RPS)","28 Jul 2001"
"5","0","1","1","0","0","0.00","1","lbw","1","v Sri Lanka","Colombo (SSC)","1 Aug 2001"
"6","4","8","4","1","0","100.00","2","run out","2","v Sri Lanka","Colombo (RPS)","5 Aug 2001"
"7","5","9","5","0","0","100.00","5","caught","1","v South Africa","Johannesburg","5 Oct 2001"
"8","33","32","27","4","1","122.22","6","caught","1","v South Africa","Centurion","10 Oct 2001"
"9","4","8","5","0","0","80.00","6","caught","2","v South Africa","East London","19 Oct 2001"
"10","34","80","58","4","1","58.62","3","caught","1","v South Africa","Durban","26 Oct 2001"
"11","21","44","36","3","0","58.33","2","caught","2","v West Indies","Bridgetown","29 May 2002"
"12","0","2","1","0","0","0.00","2","caught","1","v West Indies","Port of Spain","1 Jun 2002"
"13","32","38","32","6","0","100.00","2","caught","1","v West Indies","Port of Spain","2 Jun 2002"
"14","71","85","65","9","1","109.23","2","caught","2","v England","Lord's","29 Jun 2002"
"15","46","42","41","8","1","112.19","1","caught","2","v England","The Oval","9 Jul 2002"
"16","45","77","49","7","0","91.83","1","bowled","2","v England","Lord's","13 Jul 2002"
"17","0","5","5","0","0","0.00","2","bowled","1","v New Zealand","Auckland","26 Dec 2002"
"18","108","160","119","9","2","90.75","2","run out","2","v New Zealand","Napier","29 Dec 2002"
"19","7","17","20","1","0","35.00","1","caught","1","v New Zealand","Christchurch","1 Jan 2003"
"20","23","45","39","4","0","58.97","1","caught","1","v New Zealand","Queenstown","4 Jan 2003"
"21","45","63","40","9","0","112.50","2","caught","2","v New Zealand","Wellington","8 Jan 2003"
"22","112","175","139","11","3","80.57","2","caught","2","v New Zealand","Auckland","11 Jan 2003"
"23","4","23","19","0","0","21.05","2","caught","1","v New Zealand","Hamilton","14 Jan 2003"
"24","36","78","38","6","0","94.73","1","caught","1","v Zimbabwe","Harare","19 Feb 2003"
"25","63","63","51","11","1","123.52","2","lbw","1","v Bangladesh","Dhaka","11 Apr 2003"
"26","43","51","44","8","0","97.72","1","caught","2","v Bangladesh","Dhaka","16 Apr 2003"
"27","35","85","59","3","0","59.32","1","bowled","2","v Australia","Melbourne","9 Jan 2004"
"28","32","51","34","6","0","94.11","1","caught","1","v Australia","Perth","1 Feb 2004"
"29","3","13","8","0","0","37.50","1","caught","1","v Australia","Melbourne","6 Feb 2004"
"30","12","13","7","1","1","171.42","1","caught","2","v Australia","Sydney","8 Feb 2004"
"31","79","85","57","14","1","138.59","1","bowled","1","v Pakistan","Karachi","13 Mar 2004"
"32","26","35","21","4","0","123.80","1","bowled","2","v Pakistan","Rawalpindi","16 Mar 2004"
"33","13","29","18","3","0","72.22","1","caught","1","v Pakistan","Peshawar","19 Mar 2004"
"34","26","53","29","5","0","89.65","1","caught","2","v Pakistan","Lahore","21 Mar 2004"
"35","20","26","22","4","0","90.90","1","caught","1","v Pakistan","Lahore","24 Mar 2004"
"36","37","50","39","5","0","94.87","3","run out","2","v Sri Lanka","Dambulla","18 Jul 2004"
"37","81","144","92","6","2","88.04","2","caught","1","v Sri Lanka","Colombo (RPS)","27 Jul 2004"
"38","5","12","12","1","0","41.66","1","lbw","2","v Sri Lanka","Colombo (RPS)","1 Aug 2004"
"39","4","11","12","0","0","33.33","1","caught","1","v England","Nottingham","1 Sep 2004"
"40","0","2","2","0","0","0.00","2","lbw","2","v England","The Oval","3 Sep 2004"
"41","1","1","2","0","0","50.00","4","caught","1","v England","Lord's","5 Sep 2004"
"42","0","3","3","0","0","0.00","1","bowled","2","v Bangladesh","Dhaka","26 Dec 2004"
"43","70","85","52","9","2","134.61","1","caught","1","v Bangladesh","Dhaka","27 Dec 2004"
"44","14","10","10","3","0","140.00","1","bowled","1","v Sri Lanka","Dambulla","30 Jul 2005"
"45","32","70","39","5","0","82.05","1","bowled","1","v Sri Lanka","Dambulla","3 Aug 2005"
"46","48","31","22","9","1","218.18","2","bowled","2","v Sri Lanka","Colombo (RPS)","9 Aug 2005"
"47","12","11","13","2","0","92.30","1","bowled","2","v Zimbabwe","Harare","4 Sep 2005"
"48","6","22","10","0","0","60.00","2","caught","2","v Australia","Melbourne (Docklands)","5 Oct 2005"
"49","21","17","15","4","0","140.00","2","caught","2","v Australia","Melbourne (Docklands)","7 Oct 2005"
"50","37","89","40","4","1","92.50","2","run out","2","v Australia","Melbourne (Docklands)","9 Oct 2005"
"51","5","5","6","1","0","83.33","1","caught","1","v Pakistan","Peshawar","6 Feb 2006"
