"","Overs","Mdns","Runs","Wkts","Econ","Pos","Inns","Opposition","Ground","Start Date"
"78","35.0","12","52","2","1.48","5","3","v Zimbabwe","Harare","4 Dec 1999"
"79","20.5","7","45","4","2.16","4","1","v Pakistan","Rawalpindi","26 Feb 2000"
"80","54.1","14","127","4","2.34","4","3","v Pakistan","Rawalpindi","26 Feb 2000"
"81","39.0","10","77","4","1.97","3","2","v Pakistan","Peshawar","5 Mar 2000"
"82","27.1","4","71","6","2.61","4","4","v Pakistan","Peshawar","5 Mar 2000"
"83","32.0","10","89","4","2.78","4","1","v Pakistan","Karachi","12 Mar 2000"
"84","40.0","5","107","4","2.67","4","3","v Pakistan","Karachi","12 Mar 2000"
"85","47.0","12","115","5","2.44","5","2","v Pakistan","Colombo (SSC)","14 Jun 2000"
"86","17.0","3","53","3","3.11","3","4","v Pakistan","Colombo (SSC)","14 Jun 2000"
"87","50.0","13","138","4","2.76","4","2","v Pakistan","Galle","21 Jun 2000"
"88","TDNB","-","-","-","-","-","-","v Pakistan","Kandy","28 Jun 2000"
"89","41.0","8","87","6","2.12","4","2","v South Africa","Galle","20 Jul 2000"
"90","35.0","5","84","7","2.40","4","3","v South Africa","Galle","20 Jul 2000"
"91","30.5","3","95","2","3.08","4","1","v South Africa","Kandy","30 Jul 2000"
"92","36.0","8","76","3","2.11","4","3","v South Africa","Kandy","30 Jul 2000"
"93","39.0","14","70","3","1.79","4","1","v South Africa","Colombo (SSC)","6 Aug 2000"
"94","45.5","14","68","5","1.48","5","3","v South Africa","Colombo (SSC)","6 Aug 2000"
"95","58.3","16","122","5","2.08","4","1","v South Africa","Durban","26 Dec 2000"
"96","10.0","1","39","6","3.90","4","3","v South Africa","Durban","26 Dec 2000"
"97","43.0","11","99","1","2.30","4","2","v South Africa","Cape Town","2 Jan 2001"
"98","54.3","14","79","3","1.44","2","2","v England","Galle","22 Feb 2001"
"99","42.3","14","66","4","1.55","5","3","v England","Galle","22 Feb 2001"
"100","63.0","21","127","4","2.01","3","2","v England","Kandy","7 Mar 2001"
"101","27.0","7","50","1","1.85","4","4","v England","Kandy","7 Mar 2001"
"102","41.0","9","73","1","1.78","4","2","v England","Colombo (SSC)","15 Mar 2001"
"103","8.0","1","26","1","3.25","3","4","v England","Colombo (SSC)","15 Mar 2001"
"104","24.3","8","41","3","1.67","4","1","v India","Galle","14 Aug 2001"
"105","26.5","10","49","5","1.82","4","3","v India","Galle","14 Aug 2001"
"106","20.1","5","62","2","3.07","4","2","v India","Kandy","22 Aug 2001"
"107","25.0","2","96","2","3.84","4","4","v India","Kandy","22 Aug 2001"
"108","34.1","9","87","8","2.54","4","1","v India","Colombo (SSC)","29 Aug 2001"
"109","46.5","17","109","3","2.32","3","3","v India","Colombo (SSC)","29 Aug 2001"
"110","9.4","4","13","5","1.34","4","1","v Bangladesh","Colombo (SSC)","6 Sep 2001"
"111","35.3","6","98","5","2.76","3","3","v Bangladesh","Colombo (SSC)","6 Sep 2001"
"112","53.4","11","126","6","2.34","3","1","v West Indies","Galle","13 Nov 2001"
"113","31.3","10","44","5","1.39","3","3","v West Indies","Galle","13 Nov 2001"
"114","23.4","5","54","4","2.28","3","2","v West Indies","Kandy","21 Nov 2001"
"115","35.5","16","81","6","2.26","3","4","v West Indies","Kandy","21 Nov 2001"
"116","37.0","6","115","1","3.10","5","1","v West Indies","Colombo (SSC)","29 Nov 2001"
"117","36.0","5","116","2","3.22","3","3","v West Indies","Colombo (SSC)","29 Nov 2001"
"118","26.0","8","53","4","2.03","3","2","v Zimbabwe","Colombo (SSC)","27 Dec 2001"
"119","36.0","17","35","4","0.97","4","3","v Zimbabwe","Colombo (SSC)","27 Dec 2001"
"120","40.0","19","51","9","1.27","3","1","v Zimbabwe","Kandy","4 Jan 2002"
"121","26.4","7","64","4","2.40","3","3","v Zimbabwe","Kandy","4 Jan 2002"
"122","58.3","26","67","5","1.14","3","2","v Zimbabwe","Galle","12 Jan 2002"
"123","16.0","7","24","4","1.50","4","4","v Zimbabwe","Galle","12 Jan 2002"
"124","25.0","9","55","4","2.20","4","1","v Pakistan","Lahore","6 Mar 2002"
"125","34.0","8","72","4","2.11","4","3","v Pakistan","Lahore","6 Mar 2002"
"126","64.0","12","143","5","2.23","3","2","v England","Birmingham","30 May 2002"
"127","60.0","20","137","3","2.28","4","1","v England","Manchester","13 Jun 2002"
"128","2.0","0","17","0","8.50","3","4","v England","Manchester","13 Jun 2002"
"129","19.4","6","39","5","1.98","4","1","v Bangladesh","Colombo (PSS)","21 Jul 2002"
"130","25.0","6","59","5","2.36","4","3","v Bangladesh","Colombo (PSS)","21 Jul 2002"
"131","31.2","8","83","3","2.64","4","2","v South Africa","Johannesburg","8 Nov 2002"
"132","57.0","10","133","2","2.33","4","2","v South Africa","Centurion","15 Nov 2002"
"133","13.3","1","35","2","2.59","3","4","v South Africa","Centurion","15 Nov 2002"
"134","58.5","16","140","2","2.37","4","1","v New Zealand","Colombo (PSS)","25 Apr 2003"
"135","30.0","15","41","3","1.36","3","3","v New Zealand","Colombo (PSS)","25 Apr 2003"
"136","34.0","10","90","3","2.64","3","1","v New Zealand","Kandy","3 May 2003"
"137","39.0","18","49","5","1.25","5","3","v New Zealand","Kandy","3 May 2003"
"138","50.0","10","138","5","2.76","4","2","v West Indies","Gros Islet","20 Jun 2003"
"139","11.0","3","23","3","2.09","4","2","v West Indies","Kingston","27 Jun 2003"
"140","15.4","1","48","1","3.06","4","4","v West Indies","Kingston","27 Jun 2003"
"141","31.4","15","46","7","1.45","4","2","v England","Galle","2 Dec 2003"
"142","37.0","18","47","4","1.27","5","4","v England","Galle","2 Dec 2003"
"143","40.0","18","60","4","1.50","4","2","v England","Kandy","10 Dec 2003"
"144","56.0","28","64","4","1.14","4","4","v England","Kandy","10 Dec 2003"
"145","40.0","21","40","3","1.00","5","1","v England","Colombo (SSC)","18 Dec 2003"
"146","27.0","9","63","4","2.33","4","3","v England","Colombo (SSC)","18 Dec 2003"
"147","21.3","5","59","6","2.74","3","1","v Australia","Galle","8 Mar 2004"
"148","56.0","9","153","5","2.73","3","3","v Australia","Galle","8 Mar 2004"
"149","15.0","4","48","4","3.20","3","1","v Australia","Kandy","16 Mar 2004"
"150","50.3","8","173","5","3.42","2","3","v Australia","Kandy","16 Mar 2004"
"151","37.1","6","123","5","3.30","4","1","v Australia","Colombo (SSC)","24 Mar 2004"
"152","29.0","5","93","3","3.20","3","3","v Australia","Colombo (SSC)","24 Mar 2004"
"153","24.2","10","45","6","1.84","4","1","v Zimbabwe","Harare","6 May 2004"
"154","9.1","1","37","2","4.03","3","3","v Zimbabwe","Harare","6 May 2004"
"155","22.0","3","58","2","2.63","4","1","v Zimbabwe","Bulawayo","14 May 2004"
"156","28.1","6","79","4","2.80","3","3","v Zimbabwe","Bulawayo","14 May 2004"
"157","46.4","9","130","4","2.78","3","2","v South Africa","Galle","4 Aug 2004"
"158","20.0","5","37","1","1.85","5","4","v South Africa","Galle","4 Aug 2004"
"159","29.0","8","56","1","1.93","4","1","v West Indies","Colombo (SSC)","13 Jul 2005"
"160","21.0","8","36","6","1.71","3","3","v West Indies","Colombo (SSC)","13 Jul 2005"
"161","9.1","0","37","2","4.03","4","2","v West Indies","Kandy","22 Jul 2005"
"162","16.2","4","46","8","2.81","3","4","v West Indies","Kandy","22 Jul 2005"
"163","14.0","1","42","3","3.00","4","1","v Bangladesh","Colombo (RPS)","12 Sep 2005"
"164","10.4","4","18","6","1.68","3","3","v Bangladesh","Colombo (RPS)","12 Sep 2005"
"165","14.4","2","47","3","3.20","4","2","v Bangladesh","Colombo (PSS)","20 Sep 2005"
"166","14.0","6","28","2","2.00","5","3","v Bangladesh","Colombo (PSS)","20 Sep 2005"
"167","30.0","3","102","2","3.40","4","1","v Australia","Sydney","14 Oct 2005"
"168","24.0","5","55","3","2.29","4","3","v Australia","Sydney","14 Oct 2005"
"169","25.0","6","60","2","2.40","3","1","v India","Chennai","2 Dec 2005"
"170","38.4","8","100","7","2.58","3","1","v India","Delhi","10 Dec 2005"
"171","38.0","5","118","1","3.10","2","3","v India","Delhi","10 Dec 2005"
"172","36.0","4","128","3","3.55","3","1","v India","Ahmedabad","18 Dec 2005"
"173","21.0","5","90","3","4.28","4","3","v India","Ahmedabad","18 Dec 2005"
"174","32.0","8","87","3","2.71","4","1","v Bangladesh","Chittagong","28 Feb 2006"
"175","19.5","6","54","6","2.72","4","3","v Bangladesh","Chittagong","28 Feb 2006"
"176","30.5","8","79","5","2.56","4","1","v Bangladesh","Bogra","8 Mar 2006"
"177","13.0","1","62","2","4.76","3","3","v Bangladesh","Bogra","8 Mar 2006"
"178","17.4","4","41","3","2.32","5","2","v Pakistan","Colombo (SSC)","26 Mar 2006"
"179","42.0","13","94","3","2.23","3","4","v Pakistan","Colombo (SSC)","26 Mar 2006"
"180","16.4","4","39","5","2.34","4","2","v Pakistan","Kandy","3 Apr 2006"
"181","13.0","3","46","0","3.53","4","4","v Pakistan","Kandy","3 Apr 2006"
"182","48.0","10","158","3","3.29","4","1","v England","Lord's","11 May 2006"
"183","25.0","2","86","6","3.44","4","2","v England","Birmingham","25 May 2006"
"184","12.2","3","29","4","2.35","3","4","v England","Birmingham","25 May 2006"
"185","31.0","10","62","3","2.00","3","2","v England","Nottingham","2 Jun 2006"
"186","30.0","10","70","8","2.33","3","4","v England","Nottingham","2 Jun 2006"
"187","18.2","6","41","4","2.23","4","1","v South Africa","Colombo (SSC)","27 Jul 2006"
"188","64.0","11","131","6","2.04","4","3","v South Africa","Colombo (SSC)","27 Jul 2006"
"189","33.5","2","128","5","3.78","3","1","v South Africa","Colombo (PSS)","4 Aug 2006"
"190","46.5","12","97","7","2.07","4","3","v South Africa","Colombo (PSS)","4 Aug 2006"
"191","34.0","7","65","4","1.91","4","2","v New Zealand","Christchurch","7 Dec 2006"
"192","14.0","5","34","3","2.42","3","4","v New Zealand","Christchurch","7 Dec 2006"
"193","12.1","3","31","4","2.54","4","2","v New Zealand","Wellington","15 Dec 2006"
"194","34.1","9","87","6","2.54","4","4","v New Zealand","Wellington","15 Dec 2006"
"195","7.3","3","15","5","2.00","4","1","v Bangladesh","Colombo (SSC)","25 Jun 2007"
"196","36.1","12","87","4","2.40","3","3","v Bangladesh","Colombo (SSC)","25 Jun 2007"
"197","5.2","1","14","4","2.62","4","1","v Bangladesh","Colombo (PSS)","3 Jul 2007"
"198","28.0","6","84","1","3.00","4","3","v Bangladesh","Colombo (PSS)","3 Jul 2007"
"199","14.5","6","28","6","1.88","4","1","v Bangladesh","Kandy","11 Jul 2007"
"200","21.0","5","54","6","2.57","4","3","v Bangladesh","Kandy","11 Jul 2007"
"201","50.0","4","170","2","3.40","4","1","v Australia","Brisbane","8 Nov 2007"
"202","46.0","4","140","1","3.04","4","1","v Australia","Hobart","16 Nov 2007"
"203","20.0","1","90","1","4.50","3","3","v Australia","Hobart","16 Nov 2007"
"204","35.0","14","55","6","1.57","3","2","v England","Kandy","1 Dec 2007"
"205","36.0","12","85","3","2.36","3","4","v England","Kandy","1 Dec 2007"
"206","47.2","9","116","5","2.45","4","1","v England","Colombo (SSC)","9 Dec 2007"
"207","27.0","5","58","1","2.14","5","3","v England","Colombo (SSC)","9 Dec 2007"
"208","4.0","2","6","1","1.50","4","2","v England","Galle","18 Dec 2007"
"209","38.0","8","91","3","2.39","1","3","v England","Galle","18 Dec 2007"
"210","40.0","6","112","3","2.80","4","2","v West Indies","Providence","22 Mar 2008"
"211","45.0","6","112","3","2.48","4","4","v West Indies","Providence","22 Mar 2008"
"212","29.2","4","79","5","2.69","4","2","v West Indies","Port of Spain","3 Apr 2008"
"213","24.3","4","92","1","3.75","4","4","v West Indies","Port of Spain","3 Apr 2008"
"214","29.0","4","84","5","2.89","4","2","v India","Colombo (SSC)","23 Jul 2008"
"215","13.0","3","26","6","2.00","4","3","v India","Colombo (SSC)","23 Jul 2008"
"216","27.0","1","93","2","3.44","4","1","v India","Galle","31 Jul 2008"
"217","31.0","3","107","3","3.45","3","3","v India","Galle","31 Jul 2008"
"218","23.0","3","58","2","2.52","4","1","v India","Colombo (PSS)","8 Aug 2008"
"219","37.5","4","99","3","2.61","3","3","v India","Colombo (PSS)","8 Aug 2008"
"220","22.0","8","49","6","2.22","4","2","v Bangladesh","Dhaka","26 Dec 2008"
"221","48.0","9","141","4","2.93","3","4","v Bangladesh","Dhaka","26 Dec 2008"
"222","20.2","6","62","3","3.04","4","2","v Bangladesh","Chittagong","3 Jan 2009"
"223","10.0","0","30","0","3.00","4","4","v Bangladesh","Chittagong","3 Jan 2009"
"224","65.0","14","172","1","2.64","4","2","v Pakistan","Karachi","21 Feb 2009"
"225","4.4","0","23","0","4.92","4","2","v Pakistan","Lahore","1 Mar 2009"
"226","42.0","10","73","4","1.73","4","2","v New Zealand","Galle","18 Aug 2009"
"227","27.0","4","88","3","3.25","4","4","v New Zealand","Galle","18 Aug 2009"
"228","25.4","2","71","3","2.76","5","2","v New Zealand","Colombo (SSC)","26 Aug 2009"
"229","28.2","2","85","3","3.00","5","4","v New Zealand","Colombo (SSC)","26 Aug 2009"
"230","25.5","4","97","3","3.75","4","1","v India","Ahmedabad","16 Nov 2009"
"231","38.0","6","124","0","3.26","4","3","v India","Ahmedabad","16 Nov 2009"
"232","37.0","0","175","2","4.72","5","1","v India","Kanpur","24 Nov 2009"
"233","51.0","4","195","4","3.82","4","2","v India","Mumbai (BS)","2 Dec 2009"
"234","17.0","1","63","5","3.70","5","2","v India","Galle","18 Jul 2010"
"235","44.4","7","128","3","2.86","5","3","v India","Galle","18 Jul 2010"
