"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"164","1","3","4","0","0","25.00","4","run out","1","v Zimbabwe","Bulawayo","19 Aug 2014"
"165","136*","173","106","11","2","128.30","4","not out","2","v Australia","Harare","27 Aug 2014"
"166","6","23","19","0","0","31.57","4","caught","2","v Australia","Harare","2 Sep 2014"
"167","16","23","18","2","0","88.88","5","run out","1","v Zimbabwe","Harare","4 Sep 2014"
"168","57*","70","41","6","2","139.02","5","not out","2","v Australia","Harare","6 Sep 2014"
"169","89*","121","85","9","0","104.70","5","not out","2","v New Zealand","Mount Maunganui","21 Oct 2014"
"170","37","42","25","5","1","148.00","4","caught","1","v New Zealand","Mount Maunganui","24 Oct 2014"
"171","33*","60","37","4","0","89.18","5","not out","1","v New Zealand","Hamilton","27 Oct 2014"
"172","80","138","76","4","1","105.26","5","run out","2","v Australia","Perth","14 Nov 2014"
"173","48","61","41","8","0","117.07","5","caught","2","v Australia","Perth","16 Nov 2014"
"174","52","46","34","6","1","152.94","5","lbw","2","v Australia","Canberra","19 Nov 2014"
"175","91","117","88","6","0","103.40","4","caught","1","v Australia","Melbourne","21 Nov 2014"
"176","81","158","94","6","0","86.17","4","caught","1","v West Indies","Durban","16 Jan 2015"
"177","149","59","44","9","16","338.63","3","caught","1","v West Indies","Johannesburg","18 Jan 2015"
"178","DNB","-","-","-","-","-","-","-","2","v West Indies","East London","21 Jan 2015"
"179","19","38","25","3","0","76.00","4","caught","1","v West Indies","Port Elizabeth","25 Jan 2015"
"180","25","53","36","1","1","69.44","4","caught","1","v Zimbabwe","Hamilton","15 Feb 2015"
"181","30","47","38","3","0","78.94","4","run out","2","v India","Melbourne","22 Feb 2015"
"182","162*","103","66","17","8","245.45","5","not out","1","v West Indies","Sydney","27 Feb 2015"
"183","24","16","9","1","2","266.66","4","caught","1","v Ireland","Canberra","3 Mar 2015"
"184","77","111","58","7","5","132.75","5","caught","2","v Pakistan","Auckland","7 Mar 2015"
"185","99","115","82","6","4","120.73","4","caught","1","v U.A.E.","Wellington","12 Mar 2015"
"186","DNB","-","-","-","-","-","-","-","2","v Sri Lanka","Sydney","18 Mar 2015"
"187","65*","84","45","8","1","144.44","5","not out","1","v New Zealand","Auckland","24 Mar 2015"
"188","9","12","9","1","0","100.00","4","caught","1","v New Zealand","Centurion","19 Aug 2015"
