"","Overs","Mdns","Runs","Wkts","Econ","Pos","Inns","Opposition","Ground","Start Date"
"39","42.0","17","72","5","1.71","4","3","v South Africa","Sydney","2 Jan 1994"
"40","44.2","15","85","1","1.91","4","2","v South Africa","Adelaide","28 Jan 1994"
"41","30.5","15","31","4","1.00","3","4","v South Africa","Adelaide","28 Jan 1994"
"42","14.0","4","42","1","3.00","5","1","v South Africa","Johannesburg","4 Mar 1994"
"43","44.5","14","86","4","1.91","6","3","v South Africa","Johannesburg","4 Mar 1994"
"44","47.0","18","78","3","1.65","5","1","v South Africa","Cape Town","17 Mar 1994"
"45","30.0","13","38","3","1.26","3","3","v South Africa","Cape Town","17 Mar 1994"
"46","55.0","20","92","4","1.67","4","2","v South Africa","Durban","25 Mar 1994"
"47","27.0","10","61","3","2.25","4","2","v Pakistan","Karachi","28 Sep 1994"
"48","36.1","12","89","5","2.46","4","4","v Pakistan","Karachi","28 Sep 1994"
"49","21.4","8","58","1","2.67","3","2","v Pakistan","Rawalpindi","5 Oct 1994"
"50","25.0","6","56","0","2.24","5","3","v Pakistan","Rawalpindi","5 Oct 1994"
"51","41.5","12","136","6","3.25","3","1","v Pakistan","Lahore","1 Nov 1994"
"52","30.0","2","104","3","3.46","3","3","v Pakistan","Lahore","1 Nov 1994"
"53","21.2","7","39","3","1.82","4","2","v England","Brisbane","25 Nov 1994"
"54","50.2","22","71","8","1.41","3","4","v England","Brisbane","25 Nov 1994"
"55","27.4","8","64","6","2.31","4","2","v England","Melbourne","24 Dec 1994"
"56","13.0","6","16","3","1.23","3","4","v England","Melbourne","24 Dec 1994"
"57","36.0","10","88","1","2.44","3","1","v England","Sydney","1 Jan 1995"
"58","16.0","2","48","0","3.00","4","3","v England","Sydney","1 Jan 1995"
"59","31.0","9","72","2","2.32","4","1","v England","Adelaide","26 Jan 1995"
"60","30.5","9","82","2","2.65","3","3","v England","Adelaide","26 Jan 1995"
"61","23.0","8","58","2","2.52","5","2","v England","Perth","3 Feb 1995"
"62","7.0","3","11","0","1.57","4","4","v England","Perth","3 Feb 1995"
"63","12.0","2","57","2","4.75","3","1","v West Indies","Bridgetown","31 Mar 1995"
"64","26.3","5","64","3","2.41","3","3","v West Indies","Bridgetown","31 Mar 1995"
"65","28.0","9","83","3","2.96","3","2","v West Indies","St John's","8 Apr 1995"
"66","7.0","0","18","0","2.57","3","4","v West Indies","St John's","8 Apr 1995"
"67","12.0","5","16","1","1.33","5","2","v West Indies","Port of Spain","21 Apr 1995"
"68","3.5","0","26","0","6.78","4","4","v West Indies","Port of Spain","21 Apr 1995"
"69","25.0","6","72","2","2.88","4","1","v West Indies","Kingston","29 Apr 1995"
"70","23.4","8","70","4","2.95","3","3","v West Indies","Kingston","29 Apr 1995"
"71","16.1","9","23","7","1.42","3","2","v Pakistan","Brisbane","9 Nov 1995"
"72","27.5","10","54","4","1.94","4","3","v Pakistan","Brisbane","9 Nov 1995"
"73","DNB","-","-","-","-","-","2","v Pakistan","Hobart","17 Nov 1995"
"74","DNB","-","-","-","-","-","4","v Pakistan","Hobart","17 Nov 1995"
"75","34.0","20","55","4","1.61","4","1","v Pakistan","Sydney","30 Nov 1995"
"76","37.0","13","66","4","1.78","3","3","v Pakistan","Sydney","30 Nov 1995"
"77","27.0","7","75","3","2.77","4","1","v Sri Lanka","Perth","8 Dec 1995"
"78","29.4","6","96","3","3.23","3","3","v Sri Lanka","Perth","8 Dec 1995"
"79","18.0","5","49","1","2.72","5","2","v Sri Lanka","Melbourne","26 Dec 1995"
"80","37.0","10","71","4","1.91","4","3","v Sri Lanka","Melbourne","26 Dec 1995"
"81","26.0","4","74","0","2.84","3","2","v Sri Lanka","Adelaide","25 Jan 1996"
"82","27.0","11","68","1","2.51","4","4","v Sri Lanka","Adelaide","25 Jan 1996"
"83","27.0","3","88","2","3.25","4","2","v West Indies","Brisbane","22 Nov 1996"
"84","41.0","16","92","2","2.24","3","4","v West Indies","Brisbane","22 Nov 1996"
"85","35.2","13","65","3","1.83","3","2","v West Indies","Sydney","29 Nov 1996"
"86","27.4","5","95","4","3.43","4","4","v West Indies","Sydney","29 Nov 1996"
"87","28.1","3","72","3","2.55","3","2","v West Indies","Melbourne","26 Dec 1996"
"88","3.0","0","17","0","5.66","3","4","v West Indies","Melbourne","26 Dec 1996"
"89","16.0","4","42","3","2.62","4","1","v West Indies","Adelaide","25 Jan 1997"
"90","20.0","4","68","3","3.40","4","3","v West Indies","Adelaide","25 Jan 1997"
"91","19.0","8","55","2","2.89","4","2","v West Indies","Perth","1 Feb 1997"
"92","DNB","-","-","-","-","-","4","v West Indies","Perth","1 Feb 1997"
"93","27.4","9","68","2","2.45","3","1","v South Africa","Johannesburg","28 Feb 1997"
"94","28.0","15","43","4","1.53","3","3","v South Africa","Johannesburg","28 Feb 1997"
"95","23.4","5","62","3","2.61","3","1","v South Africa","Port Elizabeth","14 Mar 1997"
"96","17.4","7","20","2","1.13","5","3","v South Africa","Port Elizabeth","14 Mar 1997"
"97","36.0","11","89","0","2.47","4","2","v South Africa","Centurion","21 Mar 1997"
"98","DNB","-","-","-","-","-","4","v South Africa","Centurion","21 Mar 1997"
"99","35.0","8","110","1","3.14","4","2","v England","Birmingham","5 Jun 1997"
"100","7.3","0","27","0","3.60","3","4","v England","Birmingham","5 Jun 1997"
"101","2.0","0","9","0","4.50","4","1","v England","Lord's","19 Jun 1997"
"102","19.0","4","47","2","2.47","4","3","v England","Lord's","19 Jun 1997"
"103","30.0","14","48","6","1.60","3","2","v England","Manchester","3 Jul 1997"
"104","30.4","8","63","3","2.05","4","4","v England","Manchester","3 Jul 1997"
"105","1.0","0","2","0","2.00","5","1","v England","Leeds","24 Jul 1997"
"106","21.0","6","53","1","2.52","4","3","v England","Leeds","24 Jul 1997"
"107","32.0","8","86","4","2.68","4","2","v England","Nottingham","7 Aug 1997"
"108","16.0","4","43","3","2.68","4","4","v England","Nottingham","7 Aug 1997"
"109","17.0","8","32","2","1.88","3","1","v England","The Oval","21 Aug 1997"
"110","26.0","9","57","2","2.19","3","3","v England","The Oval","21 Aug 1997"
"111","42.0","13","106","4","2.52","3","2","v New Zealand","Brisbane","7 Nov 1997"
"112","25.0","6","54","3","2.16","4","4","v New Zealand","Brisbane","7 Nov 1997"
"113","22.4","3","83","4","3.66","4","1","v New Zealand","Perth","20 Nov 1997"
"114","26.0","4","64","2","2.46","3","3","v New Zealand","Perth","20 Nov 1997"
"115","27.0","4","81","1","3.00","3","2","v New Zealand","Hobart","27 Nov 1997"
"116","28.0","6","88","5","3.14","3","4","v New Zealand","Hobart","27 Nov 1997"
"117","42.0","15","64","3","1.52","4","2","v South Africa","Melbourne","26 Dec 1997"
"118","44.0","11","97","3","2.20","4","4","v South Africa","Melbourne","26 Dec 1997"
"119","32.1","8","75","5","2.33","3","1","v South Africa","Sydney","2 Jan 1998"
"120","21.0","9","34","6","1.61","3","3","v South Africa","Sydney","2 Jan 1998"
"121","33.0","6","95","2","2.87","3","1","v South Africa","Adelaide","30 Jan 1998"
"122","15.0","2","52","1","3.46","4","3","v South Africa","Adelaide","30 Jan 1998"
"123","35.0","11","85","4","2.42","3","1","v India","Chennai","6 Mar 1998"
"124","30.0","7","122","1","4.06","4","3","v India","Chennai","6 Mar 1998"
"125","42.0","4","147","0","3.50","4","2","v India","Kolkata","18 Mar 1998"
"126","35.0","9","106","3","3.02","3","1","v India","Bangalore","25 Mar 1998"
"127","25.0","6","80","2","3.20","3","3","v India","Bangalore","25 Mar 1998"
"128","20.0","4","67","1","3.35","4","2","v England","Sydney","2 Jan 1999"
"129","19.0","3","43","1","2.26","4","4","v England","Sydney","2 Jan 1999"
"130","14.0","4","35","0","2.50","4","2","v West Indies","Port of Spain","5 Mar 1999"
"131","DNB","-","-","-","-","-","4","v West Indies","Port of Spain","5 Mar 1999"
"132","30.0","8","94","1","3.13","3","2","v West Indies","Kingston","13 Mar 1999"
"133","DNB","-","-","-","-","-","4","v West Indies","Kingston","13 Mar 1999"
"134","15.5","2","70","1","4.42","3","2","v West Indies","Bridgetown","26 Mar 1999"
"135","24.0","4","69","0","2.87","3","4","v West Indies","Bridgetown","26 Mar 1999"
"136","16.0","4","52","5","3.25","4","2","v Sri Lanka","Kandy","9 Sep 1999"
"137","6.5","3","18","0","2.63","3","4","v Sri Lanka","Kandy","9 Sep 1999"
"138","25.0","11","29","3","1.16","4","1","v Sri Lanka","Galle","22 Sep 1999"
"139","3.2","1","5","0","1.50","4","3","v Sri Lanka","Galle","22 Sep 1999"
"140","5.0","1","11","0","2.20","3","2","v Sri Lanka","Colombo (SSC)","30 Sep 1999"
"141","23.0","2","69","3","3.00","4","1","v Zimbabwe","Harare","14 Oct 1999"
"142","30.1","11","68","3","2.25","5","3","v Zimbabwe","Harare","14 Oct 1999"
"143","28.1","11","73","1","2.59","4","1","v Pakistan","Brisbane","5 Nov 1999"
"144","25.0","8","80","2","3.20","4","3","v Pakistan","Brisbane","5 Nov 1999"
"145","16.0","6","45","3","2.81","4","1","v Pakistan","Hobart","18 Nov 1999"
"146","45.5","11","110","5","2.40","3","3","v Pakistan","Hobart","18 Nov 1999"
"147","2.0","0","6","0","3.00","4","1","v Pakistan","Perth","26 Nov 1999"
"148","13.0","1","56","1","4.30","4","3","v Pakistan","Perth","26 Nov 1999"
"149","42.0","12","92","4","2.19","4","2","v India","Adelaide","10 Dec 1999"
"150","10.0","6","21","2","2.10","3","4","v India","Adelaide","10 Dec 1999"
"151","24.0","5","77","1","3.20","4","2","v India","Melbourne","26 Dec 1999"
"152","26.0","7","63","1","2.42","3","4","v India","Melbourne","26 Dec 1999"
"153","12.0","4","22","0","1.83","4","1","v India","Sydney","2 Jan 2000"
"154","13.0","1","60","0","4.61","5","3","v India","Sydney","2 Jan 2000"
"155","22.0","4","68","3","3.09","3","2","v New Zealand","Auckland","11 Mar 2000"
"156","20.3","5","80","2","3.90","4","4","v New Zealand","Auckland","11 Mar 2000"
"157","14.5","1","68","4","4.58","4","1","v New Zealand","Wellington","24 Mar 2000"
"158","27.0","7","92","3","3.40","4","3","v New Zealand","Wellington","24 Mar 2000"
"159","20.0","5","45","1","2.25","3","1","v New Zealand","Hamilton","31 Mar 2000"
"160","25.0","11","61","2","2.44","4","3","v New Zealand","Hamilton","31 Mar 2000"
"161","22.0","7","47","4","2.13","4","1","v India","Mumbai","27 Feb 2001"
"162","28.0","11","60","1","2.14","3","3","v India","Mumbai","27 Feb 2001"
"163","20.1","3","65","2","3.22","4","2","v India","Kolkata","11 Mar 2001"
"164","34.0","3","152","1","4.47","3","3","v India","Kolkata","11 Mar 2001"
"165","42.0","7","140","2","3.33","4","2","v India","Chennai","18 Mar 2001"
"166","6.0","0","41","0","6.83","4","4","v India","Chennai","18 Mar 2001"
"167","19.0","4","71","5","3.73","4","1","v England","Birmingham","5 Jul 2001"
"168","10.1","4","29","3","2.85","3","3","v England","Birmingham","5 Jul 2001"
"169","5.3","0","16","2","2.90","4","1","v England","Lord's","19 Jul 2001"
"170","20.0","4","58","1","2.90","4","3","v England","Lord's","19 Jul 2001"
"171","16.0","4","37","2","2.31","4","1","v England","Nottingham","2 Aug 2001"
"172","18.0","5","33","6","1.83","4","3","v England","Nottingham","2 Aug 2001"
"173","16.0","2","49","0","3.06","4","2","v England","Leeds","16 Aug 2001"
"174","18.2","3","58","1","3.16","3","4","v England","Leeds","16 Aug 2001"
"175","44.2","7","165","7","3.72","3","2","v England","The Oval","23 Aug 2001"
"176","28.0","8","64","4","2.28","3","3","v England","The Oval","23 Aug 2001"
"177","18.0","2","61","0","3.38","4","2","v New Zealand","Brisbane","8 Nov 2001"
"178","18.0","2","89","3","4.94","4","4","v New Zealand","Brisbane","8 Nov 2001"
"179","24.2","3","70","1","2.87","3","2","v New Zealand","Hobart","22 Nov 2001"
"180","43.0","9","135","1","3.13","4","1","v New Zealand","Perth","30 Nov 2001"
"181","21.0","3","75","1","3.57","4","3","v New Zealand","Perth","30 Nov 2001"
"182","39.4","9","113","5","2.84","3","2","v South Africa","Adelaide","14 Dec 2001"
"183","29.0","7","57","3","1.96","3","4","v South Africa","Adelaide","14 Dec 2001"
"184","19.0","3","56","0","2.94","4","1","v South Africa","Melbourne","26 Dec 2001"
"185","24.0","3","68","3","2.83","3","3","v South Africa","Melbourne","26 Dec 2001"
"186","19.0","5","47","3","2.47","4","2","v South Africa","Sydney","2 Jan 2002"
"187","42.5","8","132","3","3.08","2","3","v South Africa","Sydney","2 Jan 2002"
"188","9.0","0","26","2","2.88","3","2","v South Africa","Johannesburg","22 Feb 2002"
"189","12.0","3","44","4","3.66","4","3","v South Africa","Johannesburg","22 Feb 2002"
"190","28.0","10","70","2","2.50","4","1","v South Africa","Cape Town","8 Mar 2002"
"191","70.0","15","161","6","2.30","3","3","v South Africa","Cape Town","8 Mar 2002"
"192","13.0","4","33","4","2.53","4","2","v South Africa","Durban","15 Mar 2002"
"193","30.0","6","108","2","3.60","4","4","v South Africa","Durban","15 Mar 2002"
"194","26.5","4","87","1","3.24","4","2","v England","Brisbane","7 Nov 2002"
"195","10.2","3","29","3","2.80","3","4","v England","Brisbane","7 Nov 2002"
"196","34.0","10","93","4","2.73","4","1","v England","Adelaide","21 Nov 2002"
"197","25.0","7","36","3","1.44","3","3","v England","Adelaide","21 Nov 2002"
"198","9.0","0","32","1","3.55","4","1","v England","Perth","29 Nov 2002"
"199","26.0","5","70","2","2.69","4","3","v England","Perth","29 Nov 2002"
"200","42.4","9","116","5","2.71","3","2","v Sri Lanka","Galle","8 Mar 2004"
"201","15.0","5","43","5","2.86","1","4","v Sri Lanka","Galle","8 Mar 2004"
"202","20.1","3","65","5","3.22","3","2","v Sri Lanka","Kandy","16 Mar 2004"
"203","21.1","2","90","5","4.25","3","4","v Sri Lanka","Kandy","16 Mar 2004"
"204","36.0","7","115","2","3.19","4","2","v Sri Lanka","Colombo (SSC)","24 Mar 2004"
"205","33.0","11","92","4","2.78","3","4","v Sri Lanka","Colombo (SSC)","24 Mar 2004"
"206","6.5","1","20","3","2.92","4","2","v Sri Lanka","Darwin","1 Jul 2004"
"207","19.0","2","61","0","3.21","4","4","v Sri Lanka","Darwin","1 Jul 2004"
"208","38.0","7","129","3","3.39","4","2","v Sri Lanka","Cairns","9 Jul 2004"
"209","37.0","14","70","4","1.89","3","4","v Sri Lanka","Cairns","9 Jul 2004"
"210","28.0","4","78","2","2.78","3","2","v India","Bangalore","6 Oct 2004"
"211","32.0","8","115","2","3.59","4","4","v India","Bangalore","6 Oct 2004"
"212","42.3","5","125","6","2.94","3","2","v India","Chennai","14 Oct 2004"
"213","DNB","-","-","-","-","-","4","v India","Chennai","14 Oct 2004"
"214","23.0","8","47","2","2.04","4","2","v India","Nagpur","26 Oct 2004"
"215","14.3","2","56","2","3.86","4","4","v India","Nagpur","26 Oct 2004"
"216","29.3","3","97","4","3.28","4","1","v New Zealand","Brisbane","18 Nov 2004"
"217","10.2","3","15","4","1.45","4","3","v New Zealand","Brisbane","18 Nov 2004"
"218","28.0","5","65","1","2.32","3","2","v New Zealand","Adelaide","26 Nov 2004"
"219","27.3","6","79","2","2.87","4","4","v New Zealand","Adelaide","26 Nov 2004"
"220","21.0","9","38","3","1.80","4","2","v Pakistan","Perth","16 Dec 2004"
"221","DNB","-","-","-","-","-","4","v Pakistan","Perth","16 Dec 2004"
"222","28.3","2","103","3","3.61","4","1","v Pakistan","Melbourne","26 Dec 2004"
"223","25.0","7","66","3","2.64","4","3","v Pakistan","Melbourne","26 Dec 2004"
"224","24.0","4","84","1","3.50","4","1","v Pakistan","Sydney","2 Jan 2005"
"225","26.0","2","111","4","4.26","3","3","v Pakistan","Sydney","2 Jan 2005"
"226","40.0","6","112","2","2.80","4","1","v New Zealand","Christchurch","10 Mar 2005"
"227","14.0","3","39","5","2.78","4","3","v New Zealand","Christchurch","10 Mar 2005"
"228","28.1","7","69","3","2.44","4","2","v New Zealand","Wellington","18 Mar 2005"
"229","3.2","0","14","0","4.20","3","3","v New Zealand","Wellington","18 Mar 2005"
"230","23.0","4","63","3","2.73","4","1","v New Zealand","Auckland","26 Mar 2005"
"231","23.0","5","77","4","3.34","4","3","v New Zealand","Auckland","26 Mar 2005"
"232","7.0","2","19","2","2.71","4","2","v England","Lord's","21 Jul 2005"
"233","20.0","2","64","4","3.20","4","4","v England","Lord's","21 Jul 2005"
"234","25.2","4","116","4","4.57","4","1","v England","Birmingham","4 Aug 2005"
"235","23.1","7","46","6","1.98","4","3","v England","Birmingham","4 Aug 2005"
"236","33.2","5","99","4","2.97","4","1","v England","Manchester","11 Aug 2005"
"237","25.0","3","74","0","2.96","3","3","v England","Manchester","11 Aug 2005"
"238","29.1","4","102","4","3.49","4","1","v England","Nottingham","25 Aug 2005"
"239","13.5","2","31","4","2.24","3","4","v England","Nottingham","25 Aug 2005"
"240","37.3","5","122","6","3.25","4","1","v England","The Oval","8 Sep 2005"
"241","38.3","3","124","6","3.22","3","3","v England","The Oval","8 Sep 2005"
"242","12.0","3","23","3","1.91","4","2","v ICC World XI","Sydney","14 Oct 2005"
"243","19.0","4","48","3","2.52","3","4","v ICC World XI","Sydney","14 Oct 2005"
"244","28.0","9","48","5","1.71","4","2","v West Indies","Brisbane","3 Nov 2005"
"245","2.0","1","1","0","0.50","5","4","v West Indies","Brisbane","3 Nov 2005"
"246","11.0","2","48","0","4.36","4","1","v West Indies","Hobart","17 Nov 2005"
"247","39.0","4","112","4","2.87","4","3","v West Indies","Hobart","17 Nov 2005"
"248","19.2","2","77","1","3.98","4","1","v West Indies","Adelaide","25 Nov 2005"
"249","33.0","9","80","6","2.42","4","3","v West Indies","Adelaide","25 Nov 2005"
"250","29.0","4","92","3","3.17","4","2","v South Africa","Perth","16 Dec 2005"
"251","47.0","21","83","3","1.76","3","4","v South Africa","Perth","16 Dec 2005"
"252","21.0","7","62","2","2.95","4","2","v South Africa","Melbourne","26 Dec 2005"
"253","28.0","7","74","4","2.64","3","4","v South Africa","Melbourne","26 Dec 2005"
"254","36.0","5","106","2","2.94","4","1","v South Africa","Sydney","2 Jan 2006"
"255","11.0","1","45","0","4.09","3","3","v South Africa","Sydney","2 Jan 2006"
"256","9.0","0","41","0","4.55","5","1","v South Africa","Cape Town","16 Mar 2006"
"257","18.5","1","77","3","4.08","4","3","v South Africa","Cape Town","16 Mar 2006"
"258","25.0","2","80","2","3.20","3","2","v South Africa","Durban","24 Mar 2006"
"259","35.5","9","86","6","2.40","4","4","v South Africa","Durban","24 Mar 2006"
"260","13.0","2","49","1","3.76","4","1","v South Africa","Johannesburg","31 Mar 2006"
"261","26.0","5","90","3","3.46","6","3","v South Africa","Johannesburg","31 Mar 2006"
"262","20.0","1","112","0","5.60","4","1","v Bangladesh","Fatullah","9 Apr 2006"
"263","13.0","4","28","3","2.15","5","3","v Bangladesh","Fatullah","9 Apr 2006"
"264","18.2","3","47","3","2.56","3","1","v Bangladesh","Chittagong","16 Apr 2006"
"265","36.0","4","113","5","3.13","3","3","v Bangladesh","Chittagong","16 Apr 2006"
"266","9.0","0","25","0","2.77","4","2","v England","Brisbane","23 Nov 2006"
"267","34.0","7","124","4","3.64","4","4","v England","Brisbane","23 Nov 2006"
"268","53.0","9","167","1","3.15","4","1","v England","Adelaide","1 Dec 2006"
"269","32.0","12","49","4","1.53","3","3","v England","Adelaide","1 Dec 2006"
"270","9.0","0","41","1","4.55","4","2","v England","Perth","14 Dec 2006"
"271","39.2","6","115","4","2.92","4","4","v England","Perth","14 Dec 2006"
"272","17.2","4","39","5","2.25","5","1","v England","Melbourne","26 Dec 2006"
"273","19.0","3","46","2","2.42","4","3","v England","Melbourne","26 Dec 2006"
"274","22.4","1","69","1","3.04","4","1","v England","Sydney","2 Jan 2007"
"275","6.0","1","23","1","3.83","4","3","v England","Sydney","2 Jan 2007"
