"","Overs","Mdns","Runs","Wkts","Econ","Pos","Inns","Opposition","Ground","Start Date"
"81","TDNB","-","-","-","-","-","-","v Sri Lanka","Auckland","17 Jan 2015"
"82","10.0","1","59","3","5.90","1","1","v Sri Lanka","Nelson","20 Jan 2015"
"83","7.4","0","42","2","5.47","1","2","v Sri Lanka","Dunedin","23 Jan 2015"
"84","10.0","0","50","2","5.00","2","1","v Sri Lanka","Wellington","29 Jan 2015"
"85","8.0","0","52","2","6.50","1","2","v Pakistan","Napier","3 Feb 2015"
"86","10.0","1","43","2","4.30","1","2","v Sri Lanka","Christchurch","14 Feb 2015"
"87","8.0","3","35","2","4.37","1","1","v Scotland","Dunedin","17 Feb 2015"
"88","9.0","0","33","7","3.66","1","1","v England","Wellington","20 Feb 2015"
"89","9.0","0","65","2","7.22","1","1","v Australia","Auckland","28 Feb 2015"
"90","10.0","0","43","0","4.30","1","1","v Afghanistan","Napier","8 Mar 2015"
"91","10.0","1","51","0","5.10","1","1","v Bangladesh","Hamilton","13 Mar 2015"
"92","8.0","1","82","2","10.25","1","2","v West Indies","Wellington","21 Mar 2015"
"93","9.0","1","55","0","6.11","1","1","v South Africa","Auckland","24 Mar 2015"
"94","8.0","0","65","0","8.12","1","2","v Australia","Melbourne","29 Mar 2015"
"95","9.0","0","68","0","7.55","1","2","v England","The Oval","12 Jun 2015"
"96","8.2","1","44","3","5.28","1","1","v England","Southampton","14 Jun 2015"
"97","10.0","0","70","1","7.00","2","2","v England","Nottingham","17 Jun 2015"
"98","4.0","0","28","0","7.00","1","2","v England","Chester-le-Street","20 Jun 2015"
